R_fighter,B_fighter,date,location,Winner,title_bout,weight_class,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO_TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO_TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Roxanne Modafferi,Viviane Araujo,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,WomenFlyweight,0,2,0,3,1,0,0,0,2,1,0,0,Orthodox,162.56,172.72,125,1,0,2,4,5,0,0,1,2,1,0,0,Orthodox,170.18,175.26,125,34,38
Ike Villanueva,Vinicius Moreira,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,LightHeavyweight,0,0,3,0,3,0,0,0,0,0,0,0,Orthodox,193.04,193.04,205,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,185.42,185.42000000000002,225,31,36
Michael Chiesa,Neil Magny,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,0,1,0,17,6,0,0,1,10,5,1,0,Orthodox,190.5,203.2,170,1,2,0,10,4,0,0,0,4,0,6,0,Southpaw,185.42,190.5,170,33,33
Lerone Murphy,Douglas Silva de Andrade,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,0,0,1,4,3,0,0,0,3,1,0,0,Orthodox,170.18,172.72,145,0,0,1,1,1,0,0,0,0,1,0,0,Orthodox,175.26,185.42000000000002,145,35,29
Su Mudaerji,Zarrukh Adashev,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,0,0,1,2,1,0,0,0,1,1,0,0,Southpaw,172.72,182.88,125,28,25
Francisco Figueiredo,Jerome Rivera,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,177.8,182.88,145,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64000000000001,175.26,135,25,31
Mike Davis,Mason Jones,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,,155,0,0,1,1,1,0,0,0,0,1,0,0,Orthodox,182.88,182.88,145,25,28
Dalcha Lungiambula,Markus Perez,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,0,0,1,2,4,0,0,0,0,0,2,0,Orthodox,185.42,185.42000000000002,185,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,172.72,193.04,185,32,33
Umar Nurmagomedov,Sergey Morozov,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Bantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,,135,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,,135,31,24
Victoria Leonardo,Manon Fiorot,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,WomenFlyweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,125,30,30
Wu Yanan,Joselyne Edwards,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,WomenBantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,0,0,1,1,2,0,0,0,0,0,1,0,Orthodox,172.72,167.64000000000001,125,25,24
Punahele Soriano,Dusko Todorovic,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,185.42,187.96,185,0,1,0,1,0,0,0,0,0,1,0,0,Southpaw,180.34,182.88,185,26,28
Carlos Felipe,Justin Tafa,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Heavyweight,0,0,1,1,1,0,0,0,0,1,0,0,Southpaw,182.88,187.96,264,0,0,1,1,1,0,0,0,1,0,0,0,Orthodox,182.88,190.5,245,27,26
Carlos Condit,Matt Brown,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Welterweight,0,1,0,15,11,0,0,0,2,11,2,0,Orthodox,182.88,190.5,170,3,0,1,8,9,0,0,1,2,4,0,1,Orthodox,187.96,190.5,170,40,36
David Zawada,Ramazan Emeev,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Welterweight,0,3,0,4,1,0,0,0,4,0,0,0,Southpaw,177.8,193.04,170,0,0,2,1,2,0,0,0,0,0,1,0,Orthodox,182.88,190.5,170,33,30
Joaquin Buckley,Alessio Di Chirico,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Middleweight,0,0,1,3,5,0,0,2,0,1,0,0,Orthodox,182.88,187.96,185,0,0,1,2,1,0,0,0,0,2,0,0,Southpaw,177.8,193.04,185,31,26
Santiago Ponzinibbio,Li Jingliang,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Welterweight,0,1,0,9,4,0,0,1,2,6,0,0,Orthodox,182.88,180.34,170,0,0,1,9,2,0,0,0,4,5,0,0,Orthodox,182.88,185.42000000000002,170,32,34
Max Holloway,Calvin Kattar,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,0,Featherweight,0,2,0,6,2,0,0,0,2,4,0,0,Orthodox,180.34,182.88,145,8,0,1,17,6,0,0,1,5,8,2,1,Orthodox,180.34,175.26,145,32,29
Sarah Moras,Vanessa Melo,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,WomenBantamweight,0,0,3,0,3,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,0,1,0,3,5,0,0,0,1,1,1,0,Orthodox,170.18,170.18,135,32,32
Jacob Kilburn,Austin Lingo,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,0,Featherweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,26,25
Marlon Moraes,Rob Font,2020-12-19,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,2,0,7,3,0,0,0,2,4,1,0,Orthodox,172.72,180.34,135,1,0,1,5,3,0,0,2,0,2,1,0,Orthodox,167.64000000000001,170.18,135,33,32
Sijara Eubanks,Pannie Kianzad,2020-12-19,"Las Vegas, Nevada, USA",Blue,0,WomenBantamweight,1,0,2,2,2,0,0,0,2,0,0,0,Orthodox,170.18,167.64000000000001,135,0,2,0,4,3,0,0,0,4,0,0,0,Orthodox,162.56,170.18,135,29,35
Deron Winn,Antonio Arroyo,2020-12-19,"Las Vegas, Nevada, USA",Red,0,CatchWeight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,190.5,185.42000000000002,185,0,1,0,1,2,0,0,0,1,0,0,0,Orthodox,167.64000000000001,177.8,185,31,31
Stephen Thompson,Geoff Neal,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,5,0,5,0,0,0,0,1,3,1,0,Southpaw,180.34,190.5,170,2,1,0,10,5,0,0,0,5,5,0,0,Orthodox,182.88,190.5,170,30,37
Jose Aldo,Marlon Vera,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,0,1,10,5,0,0,0,1,5,4,0,Switch,172.72,177.8,135,12,7,0,10,6,0,0,0,6,4,0,0,Orthodox,170.18,177.8,135,28,34
Anthony Pettis,Alex Morono,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,7,4,0,0,1,4,1,1,0,Orthodox,180.34,182.88,170,4,0,1,10,9,0,0,1,2,3,4,0,Orthodox,177.8,182.88,155,30,33
Marcin Tybura,Greg Hardy,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,1,4,3,0,0,0,1,3,0,0,Orthodox,195.57999999999998,203.2,265,0,0,1,7,5,0,0,0,5,2,0,0,Orthodox,190.5,198.12,249,32,35
Michel Pereira,Khaos Williams,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,182.88,195.58,170,0,1,0,2,2,0,0,0,0,1,1,0,Orthodox,185.42,185.42000000000002,170,26,27
Gillian Robertson,Taila Santos,2020-12-19,"Las Vegas, Nevada, USA",Blue,0,WomenFlyweight,0,0,1,1,1,0,0,0,1,0,0,0,Orthodox,167.64000000000001,172.72,125,0,2,0,6,2,0,0,0,1,1,4,0,Orthodox,165.1,160.02,125,27,25
Jimmy Flick,Cody Durden,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,170.18,170.18,125,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,29,30
Tafon Nchukwi,Jamie Pickett,2020-12-19,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,203.2,185,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,205,32,26
Christos Giagos,Carlton Minus,2020-12-19,"Las Vegas, Nevada, USA",Red,0,CatchWeight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,0,0,1,3,4,0,0,0,2,0,1,0,Orthodox,177.8,180.34,155,27,30
Renato Moicano,Rafael Fiziev,2020-12-12,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,0,1,2,1,0,0,0,2,0,0,0,Switch,172.72,180.34,155,0,3,0,6,3,0,0,2,1,0,3,0,Orthodox,180.34,182.88,155,27,31
Kevin Holland,Jacare Souza,2020-12-12,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,5,0,9,5,0,0,0,1,4,4,0,Orthodox,185.42,182.88,185,0,0,1,7,2,0,0,2,1,2,2,0,Orthodox,190.5,205.74,185,41,28
Mackenzie Dern,Virna Jandiroba,2020-12-12,"Las Vegas, Nevada, USA",Red,0,WomenStrawweight,0,0,1,2,1,0,0,0,0,0,2,0,Orthodox,160.02,162.56,115,0,2,0,4,1,0,0,1,0,0,3,0,Orthodox,162.56,160.02,115,32,27
Tony Ferguson,Charles Oliveira,2020-12-12,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,2,0,17,9,0,0,0,1,2,14,0,Orthodox,177.8,187.96,155,3,3,0,15,2,0,0,1,3,3,6,2,Orthodox,180.34,193.04,155,31,36
Deiveson Figueiredo,Brandon Moreno,2020-12-12,"Las Vegas, Nevada, USA",Draw,1,Flyweight,0,3,0,6,3,0,0,1,2,1,2,0,Orthodox,170.18,177.8,125,2,4,0,9,1,0,0,1,1,4,3,0,Orthodox,165.1,172.72,125,27,32
Junior Dos Santos,Ciryl Gane,2020-12-12,"Las Vegas, Nevada, USA",Blue,0,Heavyweight,0,3,0,3,0,0,0,0,1,0,2,0,Orthodox,193.04,205.74,245,5,9,0,15,7,0,0,0,5,10,0,0,Orthodox,193.04,195.58,238,30,36
Gavin Tucker,Billy Quarantillo,2020-12-12,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,3,0,3,0,0,0,0,1,1,1,0,Orthodox,177.8,177.8,145,0,1,0,3,1,0,0,0,1,0,2,0,Southpaw,167.64000000000001,167.64000000000001,145,32,34
Cub Swanson,Daniel Pineda,2020-12-12,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,2,0,4,4,0,0,0,0,1,3,0,Orthodox,170.18,175.26,145,0,0,1,11,7,0,0,0,7,4,0,0,Orthodox,172.72,177.8,145,35,37
Tecia Torres,Sam Hughes,2020-12-12,"Las Vegas, Nevada, USA",Red,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,115,0,3,0,7,5,0,0,0,6,0,1,0,Orthodox,154.94,152.4,115,28,31
Chase Hooper,Peter Barrett,2020-12-12,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,177.8,185.42000000000002,145,0,1,0,1,1,0,0,0,0,1,0,0,Southpaw,185.42,187.96,145,34,21
Gabriel Benitez,Justin Jaynes,2020-12-05,"Las Vegas, Nevada, USA",Red,0,Lightweight,0,1,0,1,1,0,0,0,0,1,0,0,Orthodox,170.18,172.72,155,0,2,0,5,4,0,0,0,2,1,2,0,Southpaw,172.72,180.34,155,31,32
Roman Dolidze,John Allan,2020-12-05,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,185.42,190.5,205,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,187.96,193.04,205,27,32
Ilia Topuria,Damon Jackson,2020-12-05,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,0,3,1,3,0,0,0,0,0,1,0,Switch,180.34,180.34,145,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,170.18,175.26,145,32,23
Louis Smolka,Jose Quinonez,2020-12-05,"Las Vegas, Nevada, USA",Red,0,Bantamweight,1,0,1,5,3,0,0,0,4,0,1,0,Southpaw,172.72,175.26,135,0,1,0,7,7,0,0,0,2,3,2,0,Orthodox,175.26,172.72,135,30,29
Gian Villante,Jake Collier,2020-12-05,"Las Vegas, Nevada, USA",Blue,0,Heavyweight,0,0,1,3,4,0,0,1,1,1,0,0,Orthodox,190.5,198.12,230,0,0,1,7,9,0,0,3,0,4,0,0,Orthodox,190.5,193.04,230,32,35
Ovince Saint Preux,Jamahal Hill,2020-12-05,"Las Vegas, Nevada, USA",Blue,0,LightHeavyweight,0,1,0,1,1,0,0,0,1,0,0,0,Southpaw,193.04,200.66,205,1,4,0,13,9,0,1,0,1,6,5,0,Southpaw,190.5,203.2,205,29,37
Matt Wiman,Jordan Leavitt,2020-12-05,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,180.34,155,0,0,1,10,7,0,0,0,5,2,3,0,Orthodox,177.8,172.72,155,25,37
Jack Hermansson,Marvin Vettori,2020-12-05,"Las Vegas, Nevada, USA",Blue,0,Middleweight,0,1,0,5,3,0,0,0,3,0,2,0,Southpaw,182.88,187.96,185,0,1,0,8,3,0,0,0,2,3,3,0,Orthodox,185.42,195.58,185,27,32
Ashlee Evans-Smith,Norma Dumont,2020-11-28,"Las Vegas, Nevada, USA",Blue,0,WomenBantamweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,0,1,3,4,0,0,1,1,1,0,0,Orthodox,172.72,170.18,135,30,33
Jonathan Pearce,Kai Kamaka,2020-11-28,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,170.18,175.26,145,0,0,1,0,1,0,0,0,0,0,0,0,Switch,182.88,180.34,145,25,28
Miguel Baeza,Takashi Sato,2020-11-28,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,1,0,2,1,0,0,0,0,2,0,0,Southpaw,177.8,185.42000000000002,170,0,2,0,2,0,0,0,0,0,2,0,0,Orthodox,187.96,187.96,170,30,28
Josh Parisian,Parker Porter,2020-11-28,"Las Vegas, Nevada, USA",Blue,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,182.88,190.5,265,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,265,35,31
Anthony Smith,Devin Clark,2020-11-28,"Las Vegas, Nevada, USA",Red,0,LightHeavyweight,0,0,1,6,4,0,0,0,6,0,0,0,Orthodox,182.88,190.5,205,1,0,1,8,6,0,0,0,1,5,2,0,Orthodox,193.04,193.04,205,30,32
Spike Carlyle,Bill Algeo,2020-11-28,"Las Vegas, Nevada, USA",Blue,0,Featherweight,0,0,1,0,1,0,0,0,0,0,0,0,Switch,182.88,185.42000000000002,145,0,1,0,1,1,0,0,0,0,1,0,0,Switch,172.72,180.34,145,31,27
Martin Day,Anderson Dos Santos,2020-11-28,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,177.8,185.42000000000002,145,35,32
Luke Sanders,Nate Maness,2020-11-28,"Las Vegas, Nevada, USA",Blue,0,CatchWeight,0,1,0,1,0,0,0,0,1,0,0,0,Orthodox,177.8,182.88,135,0,1,0,3,3,0,0,0,1,1,1,0,Southpaw,167.64000000000001,170.18,135,29,34
Gina Mazany,Rachael Ostovich,2020-11-28,"Las Vegas, Nevada, USA",Red,0,WomenFlyweight,0,1,0,1,2,0,0,0,0,0,1,0,Orthodox,160.02,157.48,125,0,0,1,1,4,0,0,0,1,0,0,0,Southpaw,167.64000000000001,172.72,125,29,32
Su Mudaerji,Malcolm Gordon,2020-11-28,"Las Vegas, Nevada, USA",Red,0,Flyweight,0,0,1,0,1,0,0,0,0,0,0,0,Switch,170.18,180.34,125,0,0,1,1,1,0,0,0,1,0,0,0,Southpaw,172.72,182.88,125,30,24
Brandon Moreno,Brandon Royval,2020-11-21,"Las Vegas, Nevada, USA",Red,0,Flyweight,0,2,0,2,0,0,0,0,0,0,2,0,Southpaw,175.26,172.72,125,0,3,0,5,3,0,0,1,2,0,2,0,Orthodox,170.18,177.8,125,28,26
Joaquin Buckley,Jordan Wright,2020-11-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,1,0,0,0,0,0,0,0,1,Orthodox,187.96,195.58,205,0,0,1,1,1,0,0,0,0,1,0,0,Southpaw,177.8,193.04,185,29,26
Katlyn Chookagian,Cynthia Calvillo,2020-11-21,"Las Vegas, Nevada, USA",Red,0,WomenFlyweight,0,3,0,6,2,0,0,0,3,0,3,0,Orthodox,162.56,162.56,125,1,1,0,7,4,0,0,1,6,0,0,0,Orthodox,175.26,172.72,125,33,31
Antonina Shevchenko,Ariane Lipski,2020-11-21,"Las Vegas, Nevada, USA",Red,0,WomenFlyweight,0,0,2,2,2,0,0,0,1,0,1,0,Orthodox,167.64000000000001,170.18,125,0,1,0,2,2,0,0,0,1,0,1,0,Southpaw,172.72,170.18,125,26,36
Valentina Shevchenko,Jennifer Maia,2020-11-21,"Las Vegas, Nevada, USA",Red,1,WomenFlyweight,0,0,1,3,2,0,0,0,2,0,1,0,Orthodox,162.56,162.56,125,5,1,0,8,2,0,0,1,3,2,2,0,Southpaw,165.1,167.64000000000001,125,32,32
Deiveson Figueiredo,Alex Perez,2020-11-21,"Las Vegas, Nevada, USA",Red,1,Flyweight,0,3,0,6,1,0,0,0,2,2,2,0,Orthodox,167.64000000000001,165.1,125,1,4,0,8,1,0,0,1,1,4,2,0,Orthodox,165.1,172.72,125,28,32
Mauricio Rua,Paul Craig,2020-11-21,"Las Vegas, Nevada, USA",Blue,0,LightHeavyweight,0,1,0,5,5,0,0,0,0,0,5,0,Orthodox,190.5,193.04,205,3,0,1,11,10,0,0,2,1,8,0,0,Orthodox,185.42,193.04,205,32,38
Mike Perry,Tim Means,2020-11-21,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,2,0,12,10,0,0,1,4,5,2,0,Orthodox,187.96,190.5,170,0,2,0,7,6,0,0,1,2,4,0,0,Orthodox,177.8,180.34,170,36,29
Alan Jouban,Jared Gooden,2020-11-21,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,170,0,1,0,7,5,0,0,0,3,4,0,0,Southpaw,182.88,185.42000000000002,170,26,38
Daniel Rodriguez,Nicolas Dalby,2020-11-21,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,1,0,2,4,0,0,1,1,0,0,0,Orthodox,180.34,187.96,170,0,3,0,3,0,0,0,0,1,1,1,0,Southpaw,185.42,187.96,170,36,33
Louis Cosce,Sasha Palatnikov,2020-11-21,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Switch,185.42,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,170,31,25
Kyle Daukaus,Dustin Stoltzfus,2020-11-21,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,0,0,1,0,1,0,0,0,0,0,0,0,Southpaw,190.5,193.04,185,29,27
Ashley Yoder,Miranda Granger,2020-11-14,"Las Vegas, Nevada, USA",Red,0,WomenStrawweight,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,170.18,172.72,125,0,0,3,2,5,0,0,1,1,0,0,0,Southpaw,170.18,175.26,115,28,33
Kay Hansen,Cory McKenna,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,147.32,115,0,1,0,1,0,0,0,0,0,0,1,0,Orthodox,157.48000000000002,160.02,115,21,21
Randa Markos,Kanako Murata,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,WomenStrawweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,157.48,115,0,0,1,6,9,0,0,2,3,0,1,0,Orthodox,162.56,160.02,115,27,35
Brendan Allen,Sean Strickland,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,CatchWeight,0,2,0,8,3,0,0,2,3,2,1,0,Orthodox,185.42,193.04,185,0,3,0,3,0,0,0,0,1,1,1,0,Orthodox,187.96,190.5,185,29,24
Geraldo de Freitas,Tony Gravely,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,Bantamweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,165.1,175.26,135,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,170.18,182.88,135,29,29
Alex Morono,Rhys McKee,2020-11-14,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,187.96,198.12,170,0,2,0,6,4,0,0,1,3,1,1,0,Orthodox,180.34,182.88,170,25,30
Abdul Razak Alhassan,Khaos Williams,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,Welterweight,0,1,0,1,0,0,0,0,0,1,0,0,Orthodox,182.88,195.58,170,0,1,0,4,2,0,0,0,0,4,0,0,Orthodox,177.8,185.42000000000002,170,26,35
Paul Felder,Rafael Dos Anjos,2020-11-14,"Las Vegas, Nevada, USA",Blue,0,Lightweight,4,0,2,18,11,0,0,0,10,4,4,0,Southpaw,172.72,177.8,155,0,2,0,9,5,0,0,2,2,4,1,0,Orthodox,180.34,177.8,155,36,36
Don'Tale Mayes,Roque Martinez,2020-11-14,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,250,0,0,2,0,2,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,34,28
Thiago Santos,Glover Teixeira,2020-11-07,"Las Vegas, Nevada, USA",Blue,0,LightHeavyweight,1,5,0,14,5,0,0,1,2,5,5,1,Orthodox,187.96,193.04,205,1,0,1,13,6,0,0,0,2,11,0,0,Orthodox,187.96,193.04,205,41,36
Andrei Arlovski,Tanner Boser,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,1,0,3,1,0,0,0,1,2,0,0,Orthodox,187.96,190.5,255,5,1,0,18,14,0,0,1,6,9,2,0,Orthodox,190.5,195.58,240,29,41
Alexandr Romanov,Marcos Rogerio de Lima,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Heavyweight,0,2,0,6,4,0,0,0,1,4,1,0,Orthodox,185.42,190.5,253,0,1,0,1,0,0,0,0,0,0,1,0,Southpaw,187.96,190.5,262,35,29
Claudia Gadelha,Yan Xiaonan,2020-11-07,"Las Vegas, Nevada, USA",Blue,0,WomenStrawweight,0,5,0,5,0,0,0,0,5,0,0,0,Orthodox,165.1,160.02,115,1,1,0,7,4,0,0,2,4,0,1,0,Orthodox,162.56,160.02,115,31,31
Darren Elkins,Eduardo Garagorri,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,1,0,1,1,0,0,0,1,0,0,0,Orthodox,175.26,177.8,145,0,1,0,14,8,0,0,2,8,3,1,0,Orthodox,177.8,180.34,145,31,36
Giga Chikadze,Jamey Simmons,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Featherweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64000000000001,177.8,145,0,4,0,4,0,0,0,2,2,0,0,0,Orthodox,182.88,187.96,145,28,32
Raoni Barcelos,Khalid Taha,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,0,1,1,2,0,0,0,0,1,0,0,Orthodox,165.1,175.26,135,0,4,0,4,0,0,0,0,1,2,1,0,Orthodox,170.18,170.18,135,28,33
Trevin Giles,Bevon Lewis,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,0,2,1,2,0,0,0,1,0,0,0,Orthodox,190.5,200.66,185,0,2,0,3,2,0,0,1,0,2,0,0,Orthodox,182.88,187.96,185,29,28
Gustavo Lopez,Anthony Birchak,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,0,1,2,2,0,0,1,0,1,0,0,Orthodox,172.72,175.26,135,0,0,1,0,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,34,31
Max Griffin,Ramiz Brahimaj,2020-11-07,"Las Vegas, Nevada, USA",Red,0,Welterweight,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,0,0,1,3,6,0,1,0,1,1,0,0,Orthodox,180.34,193.04,170,27,34
Chris Gruetzemacher,Alexander Hernandez,2020-10-31,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,2,0,3,2,0,0,0,2,1,0,0,Orthodox,175.26,182.88,155,0,1,0,2,2,0,0,0,1,1,0,0,Orthodox,172.72,172.72,155,28,34
Adrian Yanez,Victor Rodriguez,2020-10-31,"Las Vegas, Nevada, USA",Red,0,Bantamweight,0,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,170.18,135,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,28,26
Maurice Greene,Greg Hardy,2020-10-31,"Las Vegas, Nevada, USA",Blue,0,Heavyweight,0,0,1,3,3,0,0,0,1,2,0,0,Orthodox,195.57999999999998,203.2,265,0,3,0,4,2,0,0,1,0,1,2,0,Orthodox,200.66,203.2,258,32,34
Sean Strickland,Jack Marshman,2020-10-31,"Las Vegas, Nevada, USA",Red,0,Middleweight,0,1,0,3,4,0,0,1,1,1,0,0,Orthodox,182.88,185.42000000000002,185,0,2,0,7,3,0,0,2,2,2,1,0,Orthodox,185.42,193.04,185,30,29
Bobby Green,Thiago Moises,2020-10-31,"Las Vegas, Nevada, USA",Blue,0,Lightweight,0,0,1,2,2,0,0,0,1,0,1,0,Orthodox,175.26,177.8,155,0,4,0,8,6,0,0,1,5,1,1,0,Orthodox,177.8,180.34,155,25,34
